"","SerialNo","Point","StRegion","Region","PopBand","PerOO","PerSEG","PropWSpk","GOR","LACode","LAName","ConCode","WConId","WConN","triwales","WtFactor","OldWt","Country","XYVer","OddEven","XYComp","IntDate","SIntDate","StTIM","Househld","RSex","RAge","P2Sex","P2Age","P2Rel3","P2Rel2","P2Rel","P3Sex","P3Age","P3Rel3","P3Rel2","P3Rel","P4Sex","P4Age","P4Rel3","P4Rel2","P4Rel","P5Sex","P5Age","P5Rel3","P5Rel2","P5Rel","P6Sex","P6Age","P6Rel3","P6Rel2","P6Rel","P7Sex","P7Age","P7Rel3","P7Rel2","P7Rel","RAgeCat","RAgeCat2","RSexAge","RSexAge2","MarStat5","MarStat","Married","SmSexPar","NumCh","NCh415","NCh318","HhCh04","HhCh511","HhCh1215","HhCh1617","RCh04","RCh511","RCh1215","RCh1617","HhType","REconAc2","RLastJb2","SEconAc2","SLastJb2","RJbType","SJbType","Readpap","WhPaper","Internt","SupParty","ClosePty","PartyIDN","Partyid1","PartyId2","PtyAlleg","Idstrng","Politics","NeedHelp","CareSat","EdSat","NHSSat","SchPrv","SchVol","HospPrv","HospVol","CarePrv","CareVol","DocTrust","Teachtrs","SocWTrus","ChoHosp","ChoHosp2","ChoTreat","ChoTrea2","ChoCare","ChoCare2","ChTght","ChTght2","ChSch","ChSch2","SpecSch","RegSch","SchAffd","HospAffd","Vouch","InfoSch","InfoDoc","Inspect","GPVis","MealHos","MusicLe","TripMus","HEFee","HEFeeWhn","PAlive","Contpars","FamCare2","CareCos2","NHSView","NHSGlob","NHSCash","EdGlob","EdCash","LAGlob","LACash","Voted2","WhenDecd","VoteC2","YVtClsC","VoteL2","YVtClsL","ScWBrit","Vote1st2","Vote2nd2","MostImp1","MostImp2","MostImp3","MostImp4","MostImp5","VotUKGE2","DfWnScW","DfWnGE","CoalitW2","CoalPC2","EvBlair","EvMorgan","EvWJones","EvGerman","EvBourne","Iraq1","YPBan","Preschg","WindF","WaleParl","WaleParS","WalShInd","DecWFB","DecNHS","DecSch","DecDef","WRowWM","DoesInfl","OughInfl","SNHSIEW2","SNHSWhW2","EdStIEW2","EdStWhW2","SLivIEW2","SLivWhW2","UKIntNat","NatINat2","RegBias2","WhBias2","SRSocCl1","SRSocCl2","SRSocCl","NatClass","NatID","SCInstr","SCDone","SCRetn","SCNote","DisNew3","PrivMed","PrivPaid","SocTrust","Tenure1","Tenure2","RWelshSp","Religion","ReligSum","FamRelig","FrlSum","ChAttend","NatBrit","NatEng","NatEuro","NatIrish","NatNI","NatScot","NatUlst","NatWelsh","NatAsia","NatAfric","NatOth","NatNone","BestNatU","RaceOri2","RPrivEd","OthChld3","ChPrivEd","PrivEd2","StatSC","SchQual","PschQual","EdQual1","EdQual2","EdQual3","EdQual4","EdQual12","EdQual13","EdQual36","EdQual26","EdQual27","EdQual28","EdQual29","EdQual30","EdQual31","EdQual32","EdQual22","EdQual23","EdQual24","EdQual25","EdQual33","EdQual34","EdQual10","EdQual11","EdQual17","EdQual18","EdQual19","EdQual20","EdQual21","EdQual37","EdQual38","EdQual39","HEdQual","HEdQual2","Vote05","VotSW03C","RLastJob","REmplyee","RSuperv","RMany","RSuper","RSupman2","ROcSect2","REmpWork","WkJbHrsI","REmpSta2","SIC92Gp","MinGrp","SMajGrp","MajGrp","SEG2","SEG","SEGGrp","SOCCLas","RGCLass","GHCLass","GHGrp","R2SOC200","IndexNo","R2ES2000","NSSEC","SECFlag","SEG3","SC","SOC90","SOCStatu","ASOC90","SIC2003","P2LastJb","P2Emplye","P2Superv","P2Many","Super2","Supman3","P2OcSec2","P2EmpWrk","P2JbHrsI","P2EmpSt2","SIC92Gp2","MinGrp2","SMajGrp2","MajGrp2","SEG4","SEG5","SEGGrp2","SOCCLas2","RGCLass2","GHCLass2","GHGrp2","P2SOC200","IndexNo2","ES2001","NSSEC2","SECFlag2","SEG6","SC2","SOC91","SOCStat2","ASOC91","SIC2004","UnionSA","AnyBN3","BenefOAP","BenefWar","BenefWid","BenefUB","BenefIS2","BenefPC","BenefCB","BenefCTC","BenefFC","BenefHB","BenefCT","BenefInc","BenefDLA","BenefAtA","BenefSev","BenefICA","BenefInd","BenefOth","MainInc4","HHincome","PhoneX","PhoneBc2","PhoneX2","ComeBac3","THANK","EndTIM","Duration","Serial_N","Issue_N2","INT_NUM2","AIntDate","ADuratio","QStart","QPart","AVersion","ACountry","ASex","AAge","HSTATUS","VCHOICE","ASCDone","SCDone2","SCRetn2","Outcome","IntLang","card","intro","batch","language","ScFailCl","HoFailCl","ParHlpLn","TeJobWel","HlthResp","PSLisCom","PBLisCom","PriNHSn1","PriScn1","ScDecChi","HoDecWho","SecSchEd","NHSpatie","nhsoutp2","nhsinp2","UKGvJob","WAGovJob","PropRep","ProPRNat","ProPRLoc","LikeCon","LikeLab","LikeLD","LikePC","swquiz1b","swquiz3b","quizscbu","swquz42","quz100am","ReDistrb","BigBusnn","Wealth","RichLaw","Indust4","TradVals","StifSent","DeathApp","Obey","WrongLaw","Censor","RsexChck","RageChck","SQDate2","leftrigh","libauth","filter_$"
"527",15404,154,11,4,4,NA,NA,0.06,11,"00PD","The Vale of Glamorgan","","W010","Cardiff South and Penarth Boro Const",0,0.458687929079368,0.557728706624606,3,1,2,1,2007-07-21,2007-07-21,10:59:01,1,2,72,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,7,6,15,13,5,3,2,3,0,0,0,0,0,0,0,0,0,0,0,-9,10,4,-1,-1,3,4,2,-1,2,2,1,10,8,4,10,2,4,2,4,3,2,3,3,3,3,3,2,1,3,3,3,3,1,3,3,3,2,3,2,3,2,2,2,8,8,1,1,4,5,2,2,4,2,3,3,-1,-1,1,4,1,1,2,1,3,1,4,1,97,-3,-3,-3,4,-3,-3,97,-2,-2,-2,-2,10,4,4,1,1,5,1,98,98,98,1,4,4,5,8,8,3,3,3,3,3,1,2,3,4,3,3,3,2,3,3,3,2,8,2,-1,2,4,1,1,1,1,-9,1,2,-1,1,1,1,3,1,-9,6,-9,1,2,2,2,2,2,2,2,1,2,2,2,2,8,9,2,1,2,3,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,8,7,98,4,1,2,-9,0,3,1,1,38,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,8138,926,7,7.3,0,9,3.2,864,0,-9,74,-9,-9,-9,-9,"",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,2,1,1,11:31:58,32,15404,1,"7112",2007-07-21,32,1,1,2,3,2,72,3,5,1,1,1,111,1,1,7112,5067,1,4,4,1,2,2,2,1,1,1,1,1,1,2,3,2,3,3,3,3,3,5,5,98,98,3,2,3,8,8,4,2,3,2,2,3,2,4,2,3,1,2,72,21072007,2.6,3.5,1
"528",15406,154,11,4,4,NA,NA,0.06,11,"00PD","The Vale of Glamorgan","","W010","Cardiff South and Penarth Boro Const",0,2.03532930601915,1.67318611987382,3,2,2,1,2007-07-18,2007-07-18,10:38:15,3,1,50,2,78,4,4,3,1,80,4,4,3,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,4,4,4,4,7,5,4,3,0,0,0,0,0,0,0,0,0,0,0,-9,3,-1,-1,-1,1,4,1,5,1,1,-1,2,2,2,4,3,1,4,4,4,2,4,4,5,5,5,4,4,4,3,3,3,1,3,3,4,4,3,4,3,1,5,1,1,5,4,1,1,5,5,1,1,1,1,2,1,2,1,5,1,1,2,2,4,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,1,1,9,9,98,98,98,5,1,1,5,3,3,2,1,1,1,1,2,1,1,1,2,2,2,2,2,3,3,1,-1,2,-1,2,3,3,1,1,1,-9,2,2,-1,2,1,1,3,0,-9,11,-9,7,2,2,2,2,2,2,2,1,2,2,2,2,8,9,2,2,-1,3,-1,2,1,-1,-1,-1,-1,0,0,0,0,0,0,29,30,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2,2,-9,1,2,-9,0,3,3,5,40,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,9211,20047,7,12.2,0,10,4,940,0,-9,64,-9,-9,-9,-9,"",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,8,1,1,2,1,1,11:03:02,25,15406,1,"7112",2007-07-18,25,1,1,2,3,1,50,3,5,1,1,1,111,1,1,7112,4124,1,9,9,9,9,9,9,5,4,3,1,1,1,2,1,9,1,1,2,1,1,99,10,99,99,8,1,2,2,2,2,3,3,3,3,1,1,1,1,1,1,1,50,18072007,2.8,5,1
"529",15411,154,11,4,4,NA,NA,0.06,11,"00PD","The Vale of Glamorgan","","W010","Cardiff South and Penarth Boro Const",0,1.21330125209219,1.11545741324921,3,1,1,1,2007-06-21,2007-06-21,18:28:07,4,2,39,1,47,1,1,1,1,7,2,2,2,2,1,2,2,2,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,3,3,11,10,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,-9,3,-1,3,-3,1,1,2,-1,1,2,2,12,10,5,11,-1,2,4,2,2,2,4,4,4,4,4,4,3,2,3,1,3,1,3,1,3,2,2,1,2,3,4,2,1,4,3,2,2,4,5,4,4,3,-1,1,3,5,3,2,2,1,2,1,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,3,2,2,1,4,4,3,3,3,2,2,4,4,3,3,2,1,1,1,2,2,1,1,4,1,2,2,4,1,3,2,1,-1,4,2,2,1,1,1,1,1,-9,2,1,2,1,1,1,3,3,-9,3,-9,7,2,2,2,2,2,2,2,1,2,2,2,2,8,9,2,-1,2,3,1,1,1,0,2,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-9,1,2,-9,0,3,1,5,37,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1135,15727,4,2,0,1.2,2,124,0,-9,60,-9,-9,-9,-9,"",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,17,1,1,1,1,1,19:08:55,40,15411,1,"7112",2007-06-21,40,1,1,2,3,2,39,3,5,1,1,1,111,1,1,7112,3047,1,4,4,1,4,4,4,2,1,1,1,2,1,2,2,1,4,2,3,3,3,3,4,3,1,2,1,2,2,2,4,2,2,4,4,2,1,2,2,2,1,2,39,21062007,3.2,4.33333333333333,1
"530",15412,154,11,4,4,NA,NA,0.06,11,"00PD","The Vale of Glamorgan","","W010","Cardiff South and Penarth Boro Const",0,1.29460000278508,1.11545741324921,3,2,2,1,2007-07-21,2007-07-21,09:59:18,2,1,68,2,70,1,1,1,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,7,6,7,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-9,3,-1,9,1,1,3,1,1,1,1,-1,1,1,1,1,2,1,2,2,3,2,2,2,4,1,2,2,2,2,2,3,3,3,3,2,3,2,4,3,4,2,2,2,1,3,2,4,3,5,5,3,4,2,3,3,-1,-1,1,3,1,1,2,1,3,1,4,2,1,1,1,1,1,1,1,3,-2,-2,-2,-2,1,3,3,1,2,4,7,3,5,6,1,2,2,2,5,5,2,1,1,1,2,1,4,2,3,2,3,2,3,2,2,3,2,2,1,-1,1,3,3,1,1,1,-9,2,2,-1,1,1,1,3,0,-9,0,-9,-9,1,2,2,2,2,2,2,2,2,2,2,2,1,9,2,1,1,2,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,4,5,1,1,-9,2,2,-9,0,-9,-9,0,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1151,15571,3,9.1,0,12,2,131,0,-9,64,-9,-9,-9,-9,"",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,9,1,1,2,1,1,10:43:57,44,15412,1,"7112",2007-07-21,44,1,1,2,3,1,68,3,5,1,1,1,111,1,1,7112,4123,1,3,3,2,3,3,4,3,1,1,1,2,1,1,9,2,3,3,2,3,3,7,5,4,2,1,1,1,1,4,5,4,3,3,3,1,1,1,2,2,3,1,68,21072007,3.6,4.33333333333333,1
"531",15413,154,11,4,4,NA,NA,0.06,11,"00PD","The Vale of Glamorgan","","W010","Cardiff South and Penarth Boro Const",0,0.517089837505236,0.557728706624606,3,1,1,1,2007-06-22,2007-06-22,16:28:18,1,2,90,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,7,6,15,13,6,4,3,3,0,0,0,0,0,0,0,0,0,0,0,-9,9,5,-1,-1,3,4,2,-1,2,2,2,8,12,4,10,3,2,2,1,4,4,5,5,5,5,5,5,1,1,8,1,4,1,4,8,8,2,4,2,8,2,3,1,1,5,2,2,2,5,5,5,5,2,2,3,-1,-1,3,4,1,8,2,8,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,8,2,1,8,6,98,98,98,98,1,1,1,5,4,4,2,2,2,2,2,3,2,2,8,9,8,9,8,9,1,2,2,2,2,-1,2,1,3,1,2,-9,3,2,2,-1,2,1,1,3,2,-9,2,-9,7,1,2,2,2,2,2,2,2,2,2,2,2,1,9,2,1,2,3,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,8,98,98,5,1,2,-9,0,3,2,8,98,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4131,4272,7,7.1,0,6,3.1,420,0,-9,85,-9,-9,-9,-9,"",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,98,1,1,1,1,1,17:18:22,50,15413,1,"7112",2007-06-22,50,1,1,2,3,2,90,3,5,2,2,NA,112,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,1
"532",15414,154,11,4,4,NA,NA,0.06,11,"00PD","The Vale of Glamorgan","","W010","Cardiff South and Penarth Boro Const",0,0.517089837505236,0.557728706624606,3,1,2,1,2007-06-22,2007-06-22,15:11:34,1,2,70,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,7,6,15,13,5,3,2,3,0,0,0,0,0,0,0,0,0,0,0,-9,9,5,-1,-1,3,4,2,-1,2,2,1,3,3,3,8,3,3,4,5,2,3,3,3,3,3,8,8,3,2,4,2,3,1,3,3,3,4,8,3,3,4,4,1,1,4,2,2,4,4,4,5,4,2,1,3,-1,-1,3,2,2,1,2,1,4,1,4,4,3,2,3,2,1,3,3,98,-2,-2,-2,-2,3,2,2,2,2,6,2,3,8,7,2,2,4,4,5,5,2,2,2,2,2,5,2,2,3,1,3,1,3,1,3,4,2,1,4,2,2,3,1,1,1,1,-9,2,2,-1,1,2,1,3,0,-9,2,-9,7,2,2,2,2,2,2,2,1,2,2,2,2,8,9,2,1,2,3,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,8,3,3,5,9,9,-9,9999,-9,-9,9,99,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,8,-9,-9,-9,-9,-9,-9,-9,89,-9,-9,-9,-9,"",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,98,8,-9,8,8,1,18:10:28,179,15414,1,"7112",2007-06-22,179,1,1,2,3,2,70,3,5,1,1,1,211,1,1,7112,3046,1,4,4,1,4,2,9,2,3,1,1,2,1,2,1,9,3,4,2,2,2,6,2,8,3,2,1,1,1,2,4,2,3,4,2,1,2,2,1,4,3,2,70,21062007,3,3.83333333333333,1
"533",15415,154,11,4,4,NA,NA,0.06,11,"00PD","The Vale of Glamorgan","","W010","Cardiff South and Penarth Boro Const",0,0.683891713205179,0.557728706624606,3,1,1,1,2007-06-26,2007-06-26,10:26:01,5,2,26,2,1,2,2,2,1,8,2,2,2,2,6,2,2,2,1,20,1,1,1,0,-1,0,0,0,0,-1,0,0,0,2,2,10,9,3,2,1,1,2,2,2,1,2,0,0,1,2,0,0,-9,3,-1,3,-3,1,1,2,-1,1,2,2,98,98,8,98,9,4,4,4,2,2,3,3,3,3,2,3,2,2,3,3,3,2,3,4,4,2,3,1,4,2,4,2,2,2,1,1,1,4,4,2,4,2,3,2,6,5,1,1,2,2,2,2,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,1,1,6,5,98,98,98,2,2,2,3,1,1,3,1,3,3,1,2,8,1,2,3,2,3,4,1,8,2,1,-1,4,1,1,2,7,1,1,1,-9,2,2,-1,1,3,2,3,0,-9,0,-9,-9,2,2,1,2,2,2,2,2,2,2,2,2,3,9,2,-1,2,3,2,1,2,1,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,0,0,-9,1,2,-9,0,3,1,1,16,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,9233,-9,7,13.4,0,11,5,-9,-9,-9,74,-9,-9,-9,-9,"",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,8,1,2,2,1,1,11:01:36,35,15415,1,"7112",2007-06-26,35,1,1,2,3,2,26,3,5,1,1,1,111,1,1,7112,3051,1,1,3,1,3,2,4,4,8,4,8,8,2,1,2,1,2,3,2,4,4,4,7,4,4,8,3,3,8,8,2,3,4,1,1,1,1,2,2,3,2,2,26,26062007,2.2,4.16666666666667,0
"534",15416,154,11,4,4,NA,NA,0.06,11,"00PD","The Vale of Glamorgan","","W010","Cardiff South and Penarth Boro Const",0,1.80122110355977,1.11545741324921,3,1,2,1,2007-06-22,2007-06-22,18:28:15,4,1,37,2,36,1,1,1,2,7,2,2,2,2,4,2,2,2,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,3,3,3,3,1,1,1,1,1,2,2,1,1,0,0,1,1,0,0,-9,3,-1,3,-3,1,1,2,-1,1,2,1,2,2,2,5,3,4,2,8,2,3,4,3,5,4,3,3,2,2,3,3,4,3,3,2,4,3,4,2,2,4,4,1,1,5,2,2,1,5,2,5,4,2,3,2,3,4,3,4,1,8,2,2,2,8,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,5,4,8,1,8,5,98,98,98,2,2,2,5,4,4,2,1,2,1,2,2,3,3,3,2,8,9,2,1,2,2,8,-1,1,-1,1,3,3,1,1,1,-9,2,2,-1,1,2,1,3,0,-9,0,-9,-9,1,2,2,2,2,2,2,2,2,2,2,2,1,9,2,-1,2,3,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,1,2,2,98,-9,1,2,-9,0,3,1,4,37,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1136,15653,4,2,0,1.2,2,126,0,-9,72,-9,-9,-9,-9,"",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,15,1,1,1,1,1,19:11:34,43,15416,1,"7112",2007-06-22,43,1,1,2,3,1,37,3,5,1,1,1,111,1,1,7112,3049,1,5,5,1,5,3,4,2,1,1,2,9,9,9,9,9,9,9,3,3,2,3,8,5,2,1,2,2,8,8,3,2,2,3,2,1,2,3,3,2,2,1,37,22062007,2.4,3.83333333333333,1
"535",15420,154,11,4,4,NA,NA,0.06,11,"00PD","The Vale of Glamorgan","","W010","Cardiff South and Penarth Boro Const",0,0.601817399775025,0.557728706624606,3,1,2,1,2007-06-18,2007-06-18,09:28:29,1,1,57,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,5,5,5,5,5,3,2,3,0,0,0,0,0,0,0,0,0,0,0,-9,9,1,-1,-1,3,4,2,-1,1,2,2,98,98,8,98,9,2,2,2,2,1,3,4,3,4,3,4,2,3,3,3,4,4,4,2,8,2,3,3,3,4,4,2,1,5,3,3,2,5,5,1,2,3,-1,3,-1,-1,1,2,1,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,2,2,2,2,7,8,4,98,4,2,2,4,4,4,4,2,3,1,1,2,2,4,1,3,2,2,2,3,8,3,3,2,2,4,2,2,1,4,1,2,-9,3,1,2,-1,2,1,1,3,0,-9,3,-9,7,1,2,2,2,2,2,2,2,2,2,2,2,1,9,2,1,2,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,19,0,0,0,0,0,8,8,97,97,1,1,1,14,14,1,4,4,65,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,5241,-9,6,10,0,8,3.2,-9,-9,-9,92,-9,-9,-9,-9,"",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,12,1,1,1,1,1,10:11:04,43,15420,1,"7112",2007-06-18,43,1,1,2,3,1,57,3,5,2,2,NA,112,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,1
"536",15503,155,11,4,3,NA,NA,0.06,11,"00PD","The Vale of Glamorgan","","W038","Vale of Glamorgan Co Const",0,0.448535904595844,0.557728706624606,3,2,1,1,2007-07-17,2007-07-17,14:26:35,1,2,69,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,7,6,15,13,5,3,2,3,0,0,0,0,0,0,0,0,0,0,0,-9,9,2,-1,-1,3,4,1,14,1,1,-1,5,7,4,10,2,2,2,3,2,2,4,4,3,3,2,2,2,2,8,2,2,1,3,1,2,2,3,2,3,3,4,2,2,2,1,1,2,3,2,2,2,2,2,3,-1,-1,1,2,2,1,1,1,2,2,4,1,2,3,5,2,1,5,2,20,97,-2,-2,-2,2,2,2,2,1,8,8,6,5,3,3,2,2,4,2,2,1,1,1,1,2,1,1,1,2,2,2,2,1,2,4,2,1,-1,4,1,1,2,1,1,1,1,-9,1,1,2,2,2,1,2,3,-9,3,-9,2,1,2,2,2,2,2,2,1,2,2,2,2,8,9,1,1,1,1,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,3,4,2,2,2,1,2,-9,0,3,1,4,16,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7111,277,7,12.1,0,6,3.1,720,0,-9,52,-9,-9,-9,-9,"",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,6,1,1,2,1,1,15:36:14,70,15503,1,"0311",2007-07-17,70,1,1,2,3,2,69,3,5,1,1,1,111,1,1,311,4112,1,3,3,1,4,1,3,3,4,4,3,1,1,1,1,4,2,2,2,2,2,1,6,5,7,1,1,1,2,4,4,2,3,3,3,3,2,4,2,3,4,2,69,17072007,3,3,1
"537",15504,155,11,4,3,NA,NA,0.06,11,"00PD","The Vale of Glamorgan","","W038","Vale of Glamorgan Co Const",0,1.76549258022595,1.67318611987382,3,2,2,1,2007-09-02,2007-09-02,12:05:58,3,1,56,2,49,1,1,1,1,19,2,2,2,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,5,5,5,5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-9,3,-1,10,1,1,3,1,1,1,2,1,3,3,3,8,3,2,2,4,4,4,4,3,4,2,4,2,2,2,3,2,3,1,3,2,3,1,3,1,3,3,3,2,1,2,2,2,3,4,4,2,3,3,-1,3,-1,-1,1,2,3,2,3,3,4,3,4,3,2,6,3,2,1,3,1,16,-2,-2,-2,-2,3,1,2,2,1,2,6,4,6,5,1,2,4,4,4,3,2,1,1,1,2,2,1,1,4,2,4,3,4,1,3,2,2,4,4,1,1,1,5,1,1,1,-9,2,1,1,1,2,1,3,3,-9,3,-9,7,1,1,2,2,2,2,2,2,2,2,2,2,1,9,1,-1,2,1,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,16,0,0,2,3,3,3,-9,1,1,120,120,1,1,4,50,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1121,15646,4,2,0,1.2,2,110,0,-9,40,-9,-9,-9,-9,"",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,17,1,1,1,1,1,12:57:37,52,15504,1,"0311",2007-09-02,52,1,1,2,3,1,56,3,5,1,1,1,111,1,1,311,6025,1,2,4,1,3,2,5,2,1,1,1,2,1,1,2,4,4,2,2,2,2,5,5,7,3,1,1,1,4,1,4,2,2,2,2,2,1,3,2,2,2,1,56,2092007,2.4,4,1
